route,case,block_dims,oracle,chunk,head,actual_dtype,categories,golden_max_abs,golden_max_in_FP32_min_normal_units,normal_subset_l2,normal_subset_budget,cpu_normal,cpu_subnormal_flushed_to_signed_zero,cpu_subnormal_actual_nonzero,cpu_subnormal_actual_nonzero_numerically_exact,cpu_zero_actual_nonzero,candidate_equals_old_npu_bitwise,candidate_old_max_ulp,numerical_acceptance
chunk,nearzero_c2_g4_rbf16_vbf16_flags010,1/2/3/4,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,1.1480469776717109e-38,0.9766503572463989,,0.05,0,7749,0,0,0,True,0,failed
chunk,nearzero_c2_g4_rbf16_vbf16_flags010,1/2/3/4,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,1.1480478184507895e-38,0.9766510725021362,,0.05,0,7753,0,0,0,True,0,failed
chunk,nearzero_c2_g4_rbf16_vbf16_flags011,1/2/3/4,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,1.148046697412018e-38,0.9766501188278198,,0.05,0,7975,0,0,0,True,0,failed
chunk,nearzero_c2_g4_rbf16_vbf16_flags011,1/2/3/4,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,1.1480464171523252e-38,0.9766498804092407,,0.05,0,7978,0,0,0,True,0,failed
chunk,nearzero_c2_g4_rf32_vbf16_flags010,1/2/3/4,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,1.1416501903119145e-38,0.9712085723876953,,0.05,0,7750,0,0,0,True,0,failed
chunk,nearzero_c2_g4_rf32_vbf16_flags010,1/2/3/4,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,1.141650330441761e-38,0.9712086915969849,,0.05,0,7756,0,0,0,True,0,failed
chunk,nearzero_c2_g4_rf32_vbf16_flags011,1/2/3/4,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,1.1416490692731431e-38,0.9712076187133789,,0.05,0,7982,0,0,0,True,0,failed
chunk,nearzero_c2_g4_rf32_vbf16_flags011,1/2/3/4,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,1.1416483686239109e-38,0.9712070226669312,,0.05,0,7977,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags010,1/2/3/4,independent,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,3.223342734068649e-37,27.421167373657227,0.18840924222990063,0.05,480,7376,33,0,0,False,1,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags010,1/2/3/4,independent,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.7265456583937977e-38,2.319488525390625,0.964615724949192,0.05,41,7735,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags010,1/2/3/4,independent,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.8490371457504896e-39,0.15729868412017822,,0.05,0,7722,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags010,1/2/3/4,independent,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,7.947744500111065e-41,0.00676119327545166,,0.05,0,7625,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags010,1/2/3/4,fla,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,3.2233431824841578e-37,27.421171188354492,0.18840924467599415,0.05,480,7335,33,0,0,False,1,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags010,1/2/3/4,fla,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.7265456583937977e-38,2.319488525390625,0.9646157372996639,0.05,41,7723,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags010,1/2/3/4,fla,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.8490315405566323e-39,0.15729820728302002,,0.05,0,7686,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags010,1/2/3/4,fla,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,7.94802475980393e-41,0.006761431694030762,,0.05,0,7588,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags011,1/2/3/4,independent,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,3.2233422856531406e-37,27.42116355895996,0.18840923743026367,0.05,480,7532,33,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags011,1/2/3/4,independent,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.7265462189131834e-38,2.319489002227783,0.9646157705515211,0.05,41,7942,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags011,1/2/3/4,independent,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.8490329418550967e-39,0.15729832649230957,,0.05,0,7922,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags011,1/2/3/4,independent,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,7.948865538882525e-41,0.006762146949768066,,0.05,0,7881,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags011,1/2/3/4,fla,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,3.2233422856531406e-37,27.42116355895996,0.1884092497723758,0.05,480,7520,33,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags011,1/2/3/4,fla,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.7265462189131834e-38,2.319489002227783,0.9646157563753635,0.05,41,7934,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags011,1/2/3/4,fla,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.849021731467382e-39,0.15729737281799316,,0.05,0,7898,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rbf16_vbf16_flags011,1/2/3/4,fla,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,7.949005668728957e-41,0.006762266159057617,,0.05,0,7903,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags010,1/2/3/4,independent,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,3.2322789825314643e-37,27.497188568115234,0.18630134359285963,0.05,482,7370,37,0,0,False,1,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags010,1/2/3/4,independent,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.7000594358599014e-38,2.2969565391540527,0.9618489791094483,0.05,35,7735,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags010,1/2/3/4,independent,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.843106850649467e-39,0.15679419040679932,,0.05,0,7720,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags010,1/2/3/4,independent,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,7.945922812107443e-41,0.0067596435546875,,0.05,0,7633,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags010,1/2/3/4,fla,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,3.2322792067392186e-37,27.497190475463867,0.1863013443718231,0.05,482,7338,37,0,0,False,1,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags010,1/2/3/4,fla,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.700060556898673e-38,2.296957492828369,0.9618490065345142,0.05,35,7729,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags010,1/2/3/4,fla,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.843106850649467e-39,0.15679419040679932,,0.05,0,7680,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags010,1/2/3/4,fla,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,7.946203071800308e-41,0.0067598819732666016,,0.05,0,7579,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags011,1/2/3/4,independent,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,3.2322783099082014e-37,27.497182846069336,0.1863013437355842,0.05,482,7538,37,0,0,False,1,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags011,1/2/3/4,independent,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.70006027663898e-38,2.29695725440979,0.961849061261442,0.05,35,7942,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags011,1/2/3/4,independent,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.843102646754074e-39,0.15679383277893066,,0.05,0,7924,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags011,1/2/3/4,independent,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,7.94690372103247e-41,0.0067604780197143555,,0.05,0,7880,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags011,1/2/3/4,fla,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,3.23227875832371e-37,27.4971866607666,0.18630133911855354,0.05,482,7512,37,0,0,False,1,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags011,1/2/3/4,fla,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.700059996379287e-38,2.296957015991211,0.9618490182299657,0.05,35,7944,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags011,1/2/3/4,fla,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.8431054493510027e-39,0.15679407119750977,,0.05,0,7895,0,0,0,True,0,failed
chunk,nearzero_c2_g8_rf32_vbf16_flags011,1/2/3/4,fla,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,7.947604370264632e-41,0.006761074066162109,,0.05,0,7907,0,0,0,True,0,failed
chunk,nearzero_c3_g4_rbf16_vbf16_flags010,1/2/3/4,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,7.771131848159887e-39,0.6610947847366333,,0.05,0,7875,0,0,0,True,0,failed
chunk,nearzero_c3_g4_rbf16_vbf16_flags010,1/2/3/4,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,7.771131848159887e-39,0.6610947847366333,,0.05,0,7832,0,0,0,True,0,failed
chunk,nearzero_c3_g4_rbf16_vbf16_flags011,1/2/3/4,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,7.771131848159887e-39,0.6610947847366333,,0.05,0,7996,0,0,0,True,0,failed
chunk,nearzero_c3_g4_rbf16_vbf16_flags011,1/2/3/4,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,7.771137453353744e-39,0.6610952615737915,,0.05,0,7993,0,0,0,True,0,failed
chunk,nearzero_c3_g4_rf32_vbf16_flags010,1/2/3/4,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,7.710916651849385e-39,0.6559722423553467,,0.05,0,7877,0,0,0,True,0,failed
chunk,nearzero_c3_g4_rf32_vbf16_flags010,1/2/3/4,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,7.710911046655528e-39,0.6559717655181885,,0.05,0,7830,0,0,0,True,0,failed
chunk,nearzero_c3_g4_rf32_vbf16_flags011,1/2/3/4,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,7.710916651849385e-39,0.6559722423553467,,0.05,0,7997,0,0,0,True,0,failed
chunk,nearzero_c3_g4_rf32_vbf16_flags011,1/2/3/4,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero,7.71091525055092e-39,0.6559721231460571,,0.05,0,7985,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags010,1/2/3/4,independent,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,2.558324822426075e-37,21.76382064819336,0.17151060084387976,0.05,480,7406,29,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags010,1/2/3/4,independent,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.5163766726368187e-38,2.1406965255737305,0.9754624300471524,0.05,28,7896,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags010,1/2/3/4,independent,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.678557977177661e-39,0.14279592037200928,,0.05,0,7802,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags010,1/2/3/4,independent,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,8.200118353535965e-41,0.006975889205932617,,0.05,0,7679,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags010,1/2/3/4,fla,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,2.5583250466338292e-37,21.763822555541992,0.17151060564295198,0.05,480,7400,29,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags010,1/2/3/4,fla,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.5163766726368187e-38,2.1406965255737305,0.9754624276755596,0.05,28,7919,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags010,1/2/3/4,fla,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.6785593784761254e-39,0.14279603958129883,,0.05,0,7671,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags010,1/2/3/4,fla,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,8.199417704303802e-41,0.006975293159484863,,0.05,0,7571,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags011,1/2/3/4,independent,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,2.5583252708415835e-37,21.763824462890625,0.1715106022850171,0.05,480,7547,29,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags011,1/2/3/4,independent,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.516378073935283e-38,2.140697717666626,0.9754624318055064,0.05,28,7976,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags011,1/2/3/4,independent,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.6785944109377335e-39,0.1427990198135376,,0.05,0,7973,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags011,1/2/3/4,independent,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,8.199417704303802e-41,0.006975293159484863,,0.05,0,7927,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags011,1/2/3/4,fla,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,2.558325495049338e-37,21.763826370239258,0.17151060361770296,0.05,480,7527,29,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags011,1/2/3/4,fla,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.516378354194976e-38,2.140697956085205,0.975462412591423,0.05,28,7980,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags011,1/2/3/4,fla,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.6785930096392692e-39,0.14279890060424805,,0.05,0,7942,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rbf16_vbf16_flags011,1/2/3/4,fla,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,8.19871705507164e-41,0.006974697113037109,,0.05,0,7901,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags010,1/2/3/4,independent,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,2.581743994985134e-37,21.963048934936523,0.16875724635609812,0.05,481,7396,29,0,0,False,1,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags010,1/2/3/4,independent,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.4866276667585885e-38,2.115388870239258,0.9753803194399283,0.05,28,7896,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags010,1/2/3/4,independent,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.6736940702079896e-39,0.14238214492797852,,0.05,0,7809,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags010,1/2/3/4,independent,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,8.260934706887662e-41,0.007027626037597656,,0.05,0,7678,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags010,1/2/3/4,fla,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,2.581744667608397e-37,21.963054656982422,0.16875724064536057,0.05,481,7405,29,0,0,False,1,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags010,1/2/3/4,fla,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.48662878779736e-38,2.115389823913574,0.9753803163287442,0.05,28,7915,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags010,1/2/3/4,fla,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.673695471506454e-39,0.14238226413726807,,0.05,0,7670,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags010,1/2/3/4,fla,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,8.260234057655499e-41,0.007027029991149902,,0.05,0,7579,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags011,1/2/3/4,independent,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,2.581743994985134e-37,21.963048934936523,0.16875724801972172,0.05,481,7541,29,0,0,False,1,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags011,1/2/3/4,independent,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.4866296285764386e-38,2.1153905391693115,0.9753803362476811,0.05,28,7978,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags011,1/2/3/4,independent,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.6737291026695977e-39,0.14238512516021729,,0.05,0,7968,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags011,1/2/3/4,independent,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,8.260234057655499e-41,0.007027029991149902,,0.05,0,7925,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags011,1/2/3/4,fla,1,1,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,2.5817442191928885e-37,21.963050842285156,0.16875723732439968,0.05,481,7530,29,0,0,False,1,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags011,1/2/3/4,fla,1,2,torch.bfloat16,contains_CPU_FP32_normal;CPU_subnormal_to_signed_zero,2.486630469355517e-38,2.115391254425049,0.9753803448585535,0.05,28,7970,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags011,1/2/3/4,fla,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero,1.6737361091619194e-39,0.14238572120666504,,0.05,0,7951,0,0,0,True,0,failed
chunk,nearzero_c3_g8_rf32_vbf16_flags011,1/2/3/4,fla,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero,8.260234057655499e-41,0.007027029991149902,,0.05,0,7892,0,0,0,True,0,failed
decode,nearzero_c2_g2_rbf16_vf32_flags010,1/2/4/8/16/28,independent,1,1,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,7.987401246651457e-44,6.794929504394531e-06,,1e-05,0,613,6866,1181,528,True,0,failed
decode,nearzero_c2_g2_rbf16_vf32_flags011,1/2/4/8/16/28,independent,1,1,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.7376100957627732e-43,1.4781951904296875e-05,,1e-05,0,367,7423,1105,330,True,0,failed
decode,nearzero_c2_g2_rf32_vf32_flags010,1/2/4/8/16/28,independent,1,1,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,7.987401246651457e-44,6.794929504394531e-06,,1e-05,0,614,6860,1189,532,True,0,failed
decode,nearzero_c2_g2_rf32_vf32_flags011,1/2/4/8/16/28,independent,1,1,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.7376100957627732e-43,1.4781951904296875e-05,,1e-05,0,365,7430,1130,329,True,0,failed
decode,nearzero_c2_g4_rbf16_vbf16_flags010,1/2/4/8/16/28,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.1480468375418645e-38,0.9766502380371094,,1e-05,0,6794,955,0,0,True,0,failed
decode,nearzero_c2_g4_rbf16_vbf16_flags010,1/2/4/8/16/28,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.1480479585806359e-38,0.9766511917114258,,1e-05,0,6798,955,0,0,True,0,failed
decode,nearzero_c2_g4_rbf16_vbf16_flags011,1/2/4/8/16/28,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.1480464171523252e-38,0.9766498804092407,,1e-05,0,7020,955,0,0,True,0,failed
decode,nearzero_c2_g4_rbf16_vbf16_flags011,1/2/4/8/16/28,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.148046697412018e-38,0.9766501188278198,,1e-05,0,7023,955,0,0,True,0,failed
decode,nearzero_c2_g4_rbf16_vf32_flags010,1/2/4/8/16/28,independent,1,2,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.3609410685522623e-41,0.0011577606201171875,,1e-05,0,451,7194,1181,420,False,1,failed
decode,nearzero_c2_g4_rbf16_vf32_flags010,1/2/4/8/16/28,independent,1,3,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.1630777253895982e-43,9.894371032714844e-06,,1e-05,0,767,6614,1189,557,True,0,failed
decode,nearzero_c2_g4_rbf16_vf32_flags010,1/2/4/8/16/28,fla,1,2,torch.float32,CPU_subnormal_to_nonzero_candidate,1.3609410685522623e-41,0.0011577606201171875,,1e-05,0,0,7614,7611,0,False,1,failed
decode,nearzero_c2_g4_rbf16_vf32_flags011,1/2/4/8/16/28,independent,1,2,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.3603805491665324e-41,0.0011572837829589844,,1e-05,0,289,7597,1071,259,False,1,failed
decode,nearzero_c2_g4_rbf16_vf32_flags011,1/2/4/8/16/28,independent,1,3,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.5834672646870433e-43,1.3470649719238281e-05,,1e-05,0,376,7380,1074,363,True,0,failed
decode,nearzero_c2_g4_rbf16_vf32_flags011,1/2/4/8/16/28,fla,1,2,torch.float32,CPU_subnormal_to_nonzero_candidate,1.3610811983986948e-41,0.0011578798294067383,,1e-05,0,0,7856,7854,0,False,1,failed
decode,nearzero_c2_g4_rf32_vbf16_flags010,1/2/4/8/16/28,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.141650330441761e-38,0.9712086915969849,,1e-05,0,6794,956,0,0,True,0,failed
decode,nearzero_c2_g4_rf32_vbf16_flags010,1/2/4/8/16/28,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.1416497699223752e-38,0.9712082147598267,,1e-05,0,6800,956,0,0,True,0,failed
decode,nearzero_c2_g4_rf32_vbf16_flags011,1/2/4/8/16/28,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.1416487890134502e-38,0.9712073802947998,,1e-05,0,7026,956,0,0,True,0,failed
decode,nearzero_c2_g4_rf32_vbf16_flags011,1/2/4/8/16/28,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.141648088364218e-38,0.971206784248352,,1e-05,0,7021,956,0,0,True,0,failed
decode,nearzero_c2_g4_rf32_vf32_flags010,1/2/4/8/16/28,independent,1,2,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.3743935338097806e-41,0.0011692047119140625,,1e-05,0,449,7192,1170,422,False,1,failed
decode,nearzero_c2_g4_rf32_vf32_flags010,1/2/4/8/16/28,independent,1,3,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.1630777253895982e-43,9.894371032714844e-06,,1e-05,0,765,6615,1199,556,True,0,failed
decode,nearzero_c2_g4_rf32_vf32_flags010,1/2/4/8/16/28,fla,1,2,torch.float32,CPU_subnormal_to_nonzero_candidate,1.3741132741169156e-41,0.001168966293334961,,1e-05,0,0,7614,7612,0,False,1,failed
decode,nearzero_c2_g4_rf32_vf32_flags011,1/2/4/8/16/28,independent,1,2,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.3736928845776182e-41,0.0011686086654663086,,1e-05,0,300,7588,1054,256,False,1,failed
decode,nearzero_c2_g4_rf32_vf32_flags011,1/2/4/8/16/28,independent,1,3,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.5834672646870433e-43,1.3470649719238281e-05,,1e-05,0,375,7387,1075,353,True,0,failed
decode,nearzero_c2_g4_rf32_vf32_flags011,1/2/4/8/16/28,fla,1,2,torch.float32,CPU_subnormal_to_nonzero_candidate,1.3738330144240507e-41,0.0011687278747558594,,1e-05,0,0,7844,7842,0,False,1,failed
decode,nearzero_c2_g8_rbf16_vbf16_flags010,1/2/4/8/16/28,independent,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.8490357444520253e-39,0.15729856491088867,,1e-05,0,7219,503,0,0,True,0,failed
decode,nearzero_c2_g8_rbf16_vbf16_flags010,1/2/4/8/16/28,independent,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,7.947744500111065e-41,0.00676119327545166,,1e-05,0,7614,11,0,0,True,0,failed
