route,case,block_dims,oracle,chunk,head,actual_dtype,categories,golden_max_abs,golden_max_in_FP32_min_normal_units,normal_subset_l2,normal_subset_budget,cpu_normal,cpu_subnormal_flushed_to_signed_zero,cpu_subnormal_actual_nonzero,cpu_subnormal_actual_nonzero_numerically_exact,cpu_zero_actual_nonzero,candidate_equals_old_npu_bitwise,candidate_old_max_ulp,numerical_acceptance
decode,nearzero_c2_g8_rbf16_vbf16_flags010,1/2/4/8/16/28,fla,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.8490315405566323e-39,0.15729820728302002,,1e-05,0,7183,503,0,0,True,0,failed
decode,nearzero_c2_g8_rbf16_vbf16_flags010,1/2/4/8/16/28,fla,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,7.94802475980393e-41,0.006761431694030762,,1e-05,0,7577,11,0,0,True,0,failed
decode,nearzero_c2_g8_rbf16_vbf16_flags011,1/2/4/8/16/28,independent,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.8490315405566323e-39,0.15729820728302002,,1e-05,0,7419,503,0,0,True,0,failed
decode,nearzero_c2_g8_rbf16_vbf16_flags011,1/2/4/8/16/28,independent,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,7.948865538882525e-41,0.006762146949768066,,1e-05,0,7870,11,0,0,True,0,failed
decode,nearzero_c2_g8_rbf16_vbf16_flags011,1/2/4/8/16/28,fla,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.8490203301689177e-39,0.1572972536087036,,1e-05,0,7395,503,0,0,True,0,failed
decode,nearzero_c2_g8_rbf16_vbf16_flags011,1/2/4/8/16/28,fla,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,7.94914579857539e-41,0.006762385368347168,,1e-05,0,7892,11,0,0,True,0,failed
decode,nearzero_c2_g8_rbf16_vf32_flags010,1/2/4/8/16/28,independent,1,3,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.8512708155026234e-39,0.15748870372772217,,1e-05,0,419,7308,1111,370,False,4,failed
decode,nearzero_c2_g8_rbf16_vf32_flags010,1/2/4/8/16/28,independent,1,4,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,7.950406967193282e-41,0.006763458251953125,,1e-05,0,499,7135,1079,433,False,1,failed
decode,nearzero_c2_g8_rbf16_vf32_flags010,1/2/4/8/16/28,independent,1,5,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,2.6848878576463495e-42,0.00022840499877929688,,1e-05,0,487,7127,1148,430,False,1,failed
decode,nearzero_c2_g8_rbf16_vf32_flags010,1/2/4/8/16/28,independent,1,6,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.401298464324817e-43,1.1920928955078125e-05,,1e-05,0,598,6981,1168,469,True,0,failed
decode,nearzero_c2_g8_rbf16_vf32_flags010,1/2/4/8/16/28,independent,1,7,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,8.127531093083939e-44,6.9141387939453125e-06,,1e-05,0,698,6632,1135,610,True,0,failed
decode,nearzero_c2_g8_rbf16_vf32_flags010,1/2/4/8/16/28,fla,1,4,torch.float32,CPU_subnormal_to_nonzero_candidate,7.95026683734685e-41,0.006763339042663574,,1e-05,0,0,7568,7556,0,False,1,failed
decode,nearzero_c2_g8_rbf16_vf32_flags010,1/2/4/8/16/28,fla,1,5,torch.float32,CPU_subnormal_to_nonzero_candidate,2.6834865591820247e-42,0.0002282857894897461,,1e-05,0,0,7557,7556,0,False,1,failed
decode,nearzero_c2_g8_rbf16_vf32_flags011,1/2/4/8/16/28,independent,1,3,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.8512666116072304e-39,0.15748834609985352,,1e-05,0,248,7685,1081,215,False,3,failed
decode,nearzero_c2_g8_rbf16_vf32_flags011,1/2/4/8/16/28,independent,1,4,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,7.951528005964742e-41,0.006764411926269531,,1e-05,0,255,7623,1056,270,False,1,failed
decode,nearzero_c2_g8_rbf16_vf32_flags011,1/2/4/8/16/28,independent,1,5,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,2.7017034392182473e-42,0.00022983551025390625,,1e-05,0,335,7463,1091,327,False,1,failed
decode,nearzero_c2_g8_rbf16_vf32_flags011,1/2/4/8/16/28,independent,1,6,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,2.0038568039844884e-43,1.704692840576172e-05,,1e-05,0,346,7475,1094,301,True,0,failed
decode,nearzero_c2_g8_rbf16_vf32_flags011,1/2/4/8/16/28,independent,1,7,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.5274153261140506e-43,1.2993812561035156e-05,,1e-05,0,349,7419,1056,342,True,0,failed
decode,nearzero_c2_g8_rbf16_vf32_flags011,1/2/4/8/16/28,fla,1,5,torch.float32,CPU_subnormal_to_nonzero_candidate,2.703104737682572e-42,0.00022995471954345703,,1e-05,0,0,7790,7789,0,False,1,failed
decode,nearzero_c2_g8_rf32_vbf16_flags010,1/2/4/8/16/28,independent,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.8431082519479313e-39,0.15679430961608887,,1e-05,0,7216,504,0,0,True,0,failed
decode,nearzero_c2_g8_rf32_vbf16_flags010,1/2/4/8/16/28,independent,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,7.945922812107443e-41,0.0067596435546875,,1e-05,0,7622,11,0,0,True,0,failed
decode,nearzero_c2_g8_rf32_vbf16_flags010,1/2/4/8/16/28,fla,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.8431082519479313e-39,0.15679430961608887,,1e-05,0,7176,504,0,0,True,0,failed
decode,nearzero_c2_g8_rf32_vbf16_flags010,1/2/4/8/16/28,fla,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,7.946203071800308e-41,0.0067598819732666016,,1e-05,0,7568,11,0,0,True,0,failed
decode,nearzero_c2_g8_rf32_vbf16_flags011,1/2/4/8/16/28,independent,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.843102646754074e-39,0.15679383277893066,,1e-05,0,7420,504,0,0,True,0,failed
decode,nearzero_c2_g8_rf32_vbf16_flags011,1/2/4/8/16/28,independent,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,7.94690372103247e-41,0.0067604780197143555,,1e-05,0,7869,11,0,0,True,0,failed
decode,nearzero_c2_g8_rf32_vbf16_flags011,1/2/4/8/16/28,fla,1,3,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,1.8431096532463957e-39,0.15679442882537842,,1e-05,0,7391,504,0,0,True,0,failed
decode,nearzero_c2_g8_rf32_vbf16_flags011,1/2/4/8/16/28,fla,1,4,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,7.947604370264632e-41,0.006761074066162109,,1e-05,0,7896,11,0,0,True,0,failed
decode,nearzero_c2_g8_rf32_vf32_flags010,1/2/4/8/16/28,independent,1,3,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.8453251061184932e-39,0.1569828987121582,,1e-05,0,421,7309,1114,371,False,3,failed
decode,nearzero_c2_g8_rf32_vf32_flags010,1/2/4/8/16/28,independent,1,4,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,7.94858527918966e-41,0.006761908531188965,,1e-05,0,496,7136,1100,431,False,1,failed
decode,nearzero_c2_g8_rf32_vf32_flags010,1/2/4/8/16/28,independent,1,5,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,2.7171177223258203e-42,0.00023114681243896484,,1e-05,0,487,7129,1170,427,False,1,failed
decode,nearzero_c2_g8_rf32_vf32_flags010,1/2/4/8/16/28,independent,1,6,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.401298464324817e-43,1.1920928955078125e-05,,1e-05,0,596,6980,1180,473,True,0,failed
decode,nearzero_c2_g8_rf32_vf32_flags010,1/2/4/8/16/28,independent,1,7,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,8.127531093083939e-44,6.9141387939453125e-06,,1e-05,0,698,6636,1138,609,True,0,failed
decode,nearzero_c2_g8_rf32_vf32_flags010,1/2/4/8/16/28,fla,1,4,torch.float32,CPU_subnormal_to_nonzero_candidate,7.948305019496795e-41,0.006761670112609863,,1e-05,0,0,7567,7555,0,False,1,failed
decode,nearzero_c2_g8_rf32_vf32_flags011,1/2/4/8/16/28,independent,1,3,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.8453209022231002e-39,0.15698254108428955,,1e-05,0,247,7690,1101,208,False,3,failed
decode,nearzero_c2_g8_rf32_vf32_flags011,1/2/4/8/16/28,independent,1,4,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,7.94970631796112e-41,0.006762862205505371,,1e-05,0,252,7629,1096,268,False,1,failed
decode,nearzero_c2_g8_rf32_vf32_flags011,1/2/4/8/16/28,independent,1,5,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,2.733933303897718e-42,0.00023257732391357422,,1e-05,0,325,7473,1040,327,False,1,failed
decode,nearzero_c2_g8_rf32_vf32_flags011,1/2/4/8/16/28,independent,1,6,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,2.0038568039844884e-43,1.704692840576172e-05,,1e-05,0,341,7475,1090,305,True,0,failed
decode,nearzero_c2_g8_rf32_vf32_flags011,1/2/4/8/16/28,independent,1,7,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.5274153261140506e-43,1.2993812561035156e-05,,1e-05,0,350,7419,1067,345,True,0,failed
decode,nearzero_c2_g8_rf32_vf32_flags011,1/2/4/8/16/28,fla,1,4,torch.float32,CPU_subnormal_to_nonzero_candidate,7.949846447807552e-41,0.006762981414794922,,1e-05,0,0,7897,7882,0,False,1,failed
decode,nearzero_c2_g8_rf32_vf32_flags011,1/2/4/8/16/28,fla,1,5,torch.float32,CPU_subnormal_to_nonzero_candidate,2.735334602362043e-42,0.000232696533203125,,1e-05,0,0,7800,7798,0,False,1,failed
decode,nearzero_c3_g1_rbf16_vf32_flags010,1/2/4/8/16/28,independent,2,0,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,7.567011707354012e-44,6.4373016357421875e-06,,1e-05,0,422,7199,1101,480,True,0,failed
decode,nearzero_c3_g1_rbf16_vf32_flags011,1/2/4/8/16/28,independent,2,0,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,2.045895757914233e-43,1.7404556274414062e-05,,1e-05,0,281,7582,1067,280,True,0,failed
decode,nearzero_c3_g1_rf32_vf32_flags010,1/2/4/8/16/28,independent,2,0,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,7.567011707354012e-44,6.4373016357421875e-06,,1e-05,0,422,7200,1095,478,True,0,failed
decode,nearzero_c3_g1_rf32_vf32_flags011,1/2/4/8/16/28,independent,2,0,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,2.045895757914233e-43,1.7404556274414062e-05,,1e-05,0,274,7585,1104,282,True,0,failed
decode,nearzero_c3_g2_rbf16_vf32_flags010,1/2/4/8/16/28,independent,1,1,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.1630777253895982e-43,9.894371032714844e-06,,1e-05,0,656,6820,1193,515,True,0,failed
decode,nearzero_c3_g2_rbf16_vf32_flags010,1/2/4/8/16/28,independent,2,0,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,7.707141553786494e-44,6.556510925292969e-06,,1e-05,0,451,7171,1144,471,False,1,failed
decode,nearzero_c3_g2_rbf16_vf32_flags010,1/2/4/8/16/28,independent,2,1,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.0369608636003646e-43,8.821487426757812e-06,,1e-05,0,703,6722,1152,535,True,0,failed
decode,nearzero_c3_g2_rbf16_vf32_flags011,1/2/4/8/16/28,independent,1,1,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.401298464324817e-43,1.1920928955078125e-05,,1e-05,0,370,7446,1051,311,True,0,failed
decode,nearzero_c3_g2_rbf16_vf32_flags011,1/2/4/8/16/28,independent,2,0,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.891752926838503e-43,1.609325408935547e-05,,1e-05,0,278,7542,1118,313,True,0,failed
decode,nearzero_c3_g2_rbf16_vf32_flags011,1/2/4/8/16/28,independent,2,1,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.6815581571897805e-43,1.430511474609375e-05,,1e-05,0,411,7325,1107,377,False,1,failed
decode,nearzero_c3_g2_rbf16_vf32_flags011,1/2/4/8/16/28,fla,2,1,torch.float32,CPU_subnormal_to_nonzero_candidate,1.6955711418330287e-43,1.4424324035644531e-05,,1e-05,0,0,7702,7701,0,False,1,failed
decode,nearzero_c3_g2_rf32_vf32_flags010,1/2/4/8/16/28,independent,1,1,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.1630777253895982e-43,9.894371032714844e-06,,1e-05,0,651,6823,1195,517,True,0,failed
decode,nearzero_c3_g2_rf32_vf32_flags010,1/2/4/8/16/28,independent,2,0,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,7.707141553786494e-44,6.556510925292969e-06,,1e-05,0,454,7166,1143,474,True,0,failed
decode,nearzero_c3_g2_rf32_vf32_flags010,1/2/4/8/16/28,independent,2,1,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.0369608636003646e-43,8.821487426757812e-06,,1e-05,0,703,6730,1153,527,True,0,failed
decode,nearzero_c3_g2_rf32_vf32_flags011,1/2/4/8/16/28,independent,1,1,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.401298464324817e-43,1.1920928955078125e-05,,1e-05,0,371,7449,1049,312,True,0,failed
decode,nearzero_c3_g2_rf32_vf32_flags011,1/2/4/8/16/28,independent,2,0,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.891752926838503e-43,1.609325408935547e-05,,1e-05,0,281,7531,1141,319,True,0,failed
decode,nearzero_c3_g2_rf32_vf32_flags011,1/2/4/8/16/28,independent,2,1,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.6815581571897805e-43,1.430511474609375e-05,,1e-05,0,409,7329,1107,376,True,0,failed
decode,nearzero_c3_g4_rbf16_vbf16_flags010,1/2/4/8/16/28,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,7.771133249458351e-39,0.6610949039459229,,1e-05,0,6958,917,0,0,True,0,failed
decode,nearzero_c3_g4_rbf16_vbf16_flags010,1/2/4/8/16/28,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,7.771137453353744e-39,0.6610952615737915,,1e-05,0,6915,917,0,0,True,0,failed
decode,nearzero_c3_g4_rbf16_vbf16_flags011,1/2/4/8/16/28,independent,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,7.771133249458351e-39,0.6610949039459229,,1e-05,0,7079,917,0,0,True,0,failed
decode,nearzero_c3_g4_rbf16_vbf16_flags011,1/2/4/8/16/28,fla,1,1,torch.bfloat16,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate,7.771140255950673e-39,0.6610954999923706,,1e-05,0,7076,917,0,0,True,0,failed
decode,nearzero_c3_g4_rbf16_vf32_flags010,1/2/4/8/16/28,independent,1,2,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.458611571515702e-41,0.001240849494934082,,1e-05,0,500,7182,1094,389,False,1,failed
decode,nearzero_c3_g4_rbf16_vf32_flags010,1/2/4/8/16/28,independent,1,3,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.1630777253895982e-43,9.894371032714844e-06,,1e-05,0,741,6655,1201,518,True,0,failed
decode,nearzero_c3_g4_rbf16_vf32_flags010,1/2/4/8/16/28,independent,2,0,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,8.688050478813866e-44,7.3909759521484375e-06,,1e-05,0,538,7025,1092,514,True,0,failed
decode,nearzero_c3_g4_rbf16_vf32_flags010,1/2/4/8/16/28,independent,2,1,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,8.267660939516421e-44,7.033348083496094e-06,,1e-05,0,638,6854,1137,561,True,0,failed
decode,nearzero_c3_g4_rbf16_vf32_flags010,1/2/4/8/16/28,independent,2,2,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,8.96831017167883e-44,7.62939453125e-06,,1e-05,0,677,6796,1059,530,True,0,failed
decode,nearzero_c3_g4_rbf16_vf32_flags010,1/2/4/8/16/28,independent,2,3,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,8.407790785948902e-44,7.152557373046875e-06,,1e-05,0,786,6610,1098,562,True,0,failed
decode,nearzero_c3_g4_rbf16_vf32_flags010,1/2/4/8/16/28,fla,1,2,torch.float32,CPU_subnormal_to_nonzero_candidate,1.4595924804407295e-41,0.0012416839599609375,,1e-05,0,0,7571,7569,0,False,1,failed
decode,nearzero_c3_g4_rbf16_vf32_flags011,1/2/4/8/16/28,independent,1,2,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.460012869980027e-41,0.0012420415878295898,,1e-05,0,277,7636,1056,228,False,1,failed
decode,nearzero_c3_g4_rbf16_vf32_flags011,1/2/4/8/16/28,independent,1,3,torch.float32,CPU_subnormal_to_signed_zero;CPU_subnormal_to_nonzero_candidate;CPU_zero_to_nonzero_candidate,1.9197788961249994e-43,1.633167266845703e-05,,1e-05,0,335,7467,1101,323,True,0,failed
